Time (ms),IMU,PWM,TOF
43453.0,0.0,0,770.0
44365.0,18.0,0,2973.0
44885.0,37.0,0,2850.0
46765.0,57.0,0,3278.0
47525.0,78.0,0,2369.0
48063.0,97.0,0,774.0
48572.0,118.0,0,742.0
49017.0,138.0,0,893.0
50153.0,157.0,0,982.0
51036.0,177.0,0,756.0
55007.0,197.0,0,673.0
55539.0,217.0,0,724.0
55964.0,237.0,0,874.0
56494.0,257.0,0,940.0
57181.0,277.0,0,737.0
58802.0,297.0,0,692.0
60048.0,317.0,0,745.0
61384.0,337.0,0,934.0
