Time (ms),IMU,PWM,TOF
229004.0,-2.0,0,281.0
230164.0,17.0,0,675.0
234123.0,37.0,0,621.0
235787.0,57.0,0,462.0
238429.0,77.0,0,321.0
241766.0,97.0,0,425.0
243564.0,117.0,0,908.0
244836.0,137.0,0,925.0
246619.0,157.0,0,1845.0
248205.0,177.0,0,289.0
250820.0,197.0,0,230.0
251565.0,217.0,0,249.0
253303.0,237.0,0,581.0
254799.0,257.0,0,864.0
256996.0,277.0,0,972.0
258557.0,297.0,0,120.0
260274.0,317.0,0,610.0
262638.0,339.0,0,683.0
