Time (ms),IMU,PWM,TOF
18624.0,0.0,0,988.0
25406.0,17.0,0,577.0
29730.0,37.0,0,731.0
32753.0,57.0,0,844.0
35295.0,77.0,0,808.0
39036.0,97.0,0,342.0
42236.0,118.0,0,372.0
43857.0,137.0,0,213.0
45524.0,157.0,0,238.0
48082.0,177.0,0,481.0
50114.0,197.0,0,658.0
52660.0,217.0,0,897.0
54596.0,237.0,0,626.0
57213.0,257.0,0,339.0
58567.0,277.0,0,473.0
62166.0,297.0,0,654.0
64059.0,317.0,0,704.0
65656.0,337.0,0,757.0
