Time (ms),IMU,PWM,TOF
258355.0,339.0,0,1339.0
262684.0,355.0,0,1289.0
264658.0,374.0,0,664.0
266299.0,396.0,0,430.0
269951.0,415.0,0,354.0
270103.0,435.0,0,349.0
273321.0,454.0,0,387.0
276705.0,474.0,0,529.0
278448.0,494.0,0,484.0
282171.0,515.0,0,423.0
284072.0,534.0,0,455.0
285398.0,557.0,0,551.0
286746.0,575.0,0,832.0
288053.0,597.0,0,1851.0
288169.0,615.0,0,2190.0
290598.0,634.0,0,755.0
291881.0,654.0,0,877.0
294384.0,675.0,0,2171.0
