Time (ms),IMU,PWM,TOF
23210.0,0.0,0,293.0
27975.0,17.0,0,344.0
28695.0,37.0,0,293.0
30662.0,57.0,0,587.0
36296.0,77.0,0,492.0
37554.0,97.0,0,0.0
38873.0,117.0,0,128.0
40492.0,137.0,0,0.0
43484.0,157.0,0,48.0
44341.0,177.0,0,308.0
46206.0,197.0,0,0.0
49464.0,217.0,0,0.0
51191.0,237.0,0,0.0
51884.0,257.0,0,0.0
53357.0,277.0,0,0.0
55118.0,297.0,0,0.0
57528.0,317.0,0,0.0
62313.0,338.0,0,3970.0
