Time (ms),IMU,PWM,TOF
85699.0,2.0,0,198.0
95067.0,17.0,0,677.0
95905.0,38.0,0,403.0
104354.0,57.0,0,420.0
105127.0,77.0,0,408.0
106629.0,97.0,0,425.0
107799.0,117.0,0,591.0
110578.0,137.0,0,408.0
114617.0,157.0,0,373.0
115575.0,177.0,0,388.0
116552.0,197.0,0,486.0
117357.0,217.0,0,686.0
118492.0,237.0,0,618.0
119698.0,257.0,0,326.0
120771.0,278.0,0,825.0
122125.0,297.0,0,1083.0
122295.0,317.0,0,2307.0
123491.0,337.0,0,1348.0
