Time (ms),IMU,PWM,TOF
48012.0,-2.0,0,2019.0
48484.0,17.0,0,2003.0
48929.0,37.0,0,1003.0
49411.0,57.0,0,640.0
52543.0,77.0,0,478.0
53506.0,97.0,0,437.0
54462.0,117.0,0,475.0
55543.0,137.0,0,599.0
56370.0,157.0,0,799.0
57470.0,177.0,0,687.0
61056.0,197.0,0,644.0
62005.0,217.0,0,757.0
62502.0,237.0,0,1220.0
62983.0,257.0,0,2643.0
63701.0,278.0,0,1936.0
64340.0,298.0,0,2459.0
66601.0,317.0,0,1428.0
69238.0,337.0,0,964.0
