Time (ms),IMU,PWM,TOF
28946.0,0.0,0,52.0
43664.0,17.0,0,72.0
46120.0,38.0,0,78.0
48062.0,57.0,0,117.0
50777.0,77.0,0,45.0
54368.0,97.0,0,77.0
56621.0,118.0,0,78.0
59488.0,138.0,0,75.0
61219.0,157.0,0,70.0
64553.0,177.0,0,90.0
66126.0,198.0,0,55.0
66984.0,217.0,0,97.0
68623.0,237.0,0,43.0
70361.0,257.0,0,122.0
73119.0,277.0,0,27.0
75099.0,298.0,0,47.0
76177.0,318.0,0,63.0
78518.0,337.0,0,46.0
