Time (ms),IMU,PWM,TOF
16067.0,1.0,-255,422.0
19907.0,22.0,-45,433.0
22641.0,47.0,-23,515.0
24977.0,72.0,-23,480.0
26306.0,97.0,-28,376.0
27734.0,122.0,-22,372.0
29426.0,147.0,-32,480.0
32017.0,172.0,-46,989.0
35348.0,197.0,-28,2898.0
38315.0,222.0,-44,3365.0
42359.0,247.0,-18,518.0
44939.0,272.0,-23,411.0
46839.0,297.0,-14,2684.0
48075.0,322.0,-24,833.0
49459.0,347.0,-14,508.0
50093.0,357.0,-19,446.0
