Time (ms),Distance (mm),PWM
10.0,2980.0,255,2980.0,-67.0
13.0,2980.0,255,2980.0,-67.0
21.0,2980.0,255,2980.0,-67.0
30.0,2980.0,255,2980.0,-67.0
33.0,2980.0,255,2980.0,-67.0
41.0,2980.0,255,2980.0,-67.0
49.0,2980.0,255,2980.0,-67.0
52.0,2980.0,255,2980.0,-67.0
58.0,2980.0,255,2980.0,-67.0
61.0,2980.0,255,2980.0,-67.0
69.0,2980.0,255,2980.0,-67.0
77.0,2980.0,255,2980.0,-67.0
81.0,2980.0,255,2980.0,-67.0
88.0,2980.0,255,2980.0,-67.0
91.0,2980.0,255,2980.0,-67.0
95.0,2980.0,255,2980.0,-67.0
98.0,2980.0,255,2980.0,-67.0
106.0,2980.0,255,2980.0,-67.0
109.0,2980.0,255,2980.0,-67.0
118.0,2913.0,255,2927.716,-67.0
122.0,2927.0,255,2927.716,-67.0
125.0,2927.0,255,2927.716,-67.0
133.0,2927.0,255,2927.716,-67.0
143.0,2984.0,255,2976.233,-67.0
146.0,2976.0,255,2976.233,-67.0
150.0,2976.0,255,2976.233,-67.0
153.0,2976.0,255,2976.233,-67.0
162.0,3023.0,255,3022.224,-67.0
170.0,3022.0,255,3022.224,-67.0
173.0,3022.0,255,3022.224,-67.0
178.0,3022.0,255,3022.224,-67.0
187.0,2993.0,255,3013.816,-67.0
190.0,3013.0,255,3013.816,-67.0
198.0,3013.0,255,3013.816,-67.0
207.0,2954.0,255,2985.258,-67.0
210.0,2985.0,255,2985.258,-67.0
213.0,2985.0,255,2985.258,-67.0
217.0,2985.0,255,2985.258,-67.0
221.0,2985.0,255,2985.258,-67.0
230.0,2920.0,255,2955.417,-67.0
233.0,2955.0,255,2955.417,-67.0
238.0,2955.0,255,2955.417,-67.0
241.0,2955.0,255,2955.417,-67.0
244.0,2955.0,255,2955.417,-67.0
250.0,2975.0,255,2993.946,-67.0
253.0,2993.0,255,2993.946,-67.0
261.0,2993.0,255,2993.946,-67.0
264.0,2993.0,255,2993.946,-67.0
273.0,2944.0,255,2981.157,-67.0
277.0,2981.0,255,2981.157,-67.0
280.0,2981.0,255,2981.157,-67.0
288.0,2981.0,255,2981.157,-67.0
298.0,2911.0,255,2954.581,-67.0
301.0,2954.0,255,2954.581,-67.0
307.0,2954.0,255,2954.581,-67.0
310.0,2954.0,255,2954.581,-67.0
319.0,2887.0,255,2931.544,-67.0
327.0,2931.0,255,2931.544,-67.0
330.0,2931.0,255,2931.544,-67.0
338.0,2931.0,255,2931.544,-67.0
343.0,2931.0,255,2931.544,-67.0
346.0,2931.0,255,2931.544,-67.0
354.0,2931.0,255,2931.544,-67.0
357.0,2931.0,255,2931.544,-67.0
365.0,2931.0,255,2931.544,-67.0
373.0,2931.0,255,2931.544,-67.0
376.0,2931.0,255,2931.544,-67.0
379.0,2931.0,255,2931.544,-67.0
382.0,2931.0,255,2931.544,-67.0
386.0,2931.0,255,2931.544,-67.0
390.0,2931.0,255,2931.544,-67.0
398.0,2931.0,255,2931.544,-67.0
406.0,2931.0,255,2931.544,-66.0
409.0,2931.0,255,2931.544,-66.0
413.0,2931.0,255,2931.544,-66.0
416.0,2931.0,255,2931.544,-66.0
424.0,2931.0,255,2931.544,-66.0
427.0,2931.0,255,2931.544,-66.0
436.0,2856.0,255,2903.654,-66.0
444.0,2903.0,255,2903.654,-66.0
447.0,2903.0,255,2903.654,-65.0
450.0,2903.0,255,2903.654,-66.0
456.0,2827.0,255,2876.007,-66.0
459.0,2876.0,255,2876.007,-66.0
467.0,2876.0,255,2876.007,-66.0
470.0,2876.0,255,2876.007,-66.0
479.0,2776.0,255,2831.129,-66.0
483.0,2831.0,255,2831.129,-66.0
486.0,2831.0,255,2831.129,-66.0
505.0,2724.0,255,2781.361,-66.0
508.0,2781.0,255,2781.361,-66.0
527.0,2705.0,255,2756.067,-66.0
540.0,2756.0,255,2756.067,-66.0
554.0,2701.0,255,2748.022,-66.0
556.0,2748.0,255,2748.022,-66.0
563.0,2748.0,255,2748.022,-66.0
576.0,2655.0,255,2711.149,-66.0
589.0,2711.0,255,2711.149,-66.0
591.0,2711.0,255,2711.149,-66.0
595.0,2635.0,255,2687.789,-66.0
607.0,2687.0,255,2687.789,-66.0
609.0,2687.0,255,2687.789,-66.0
616.0,2592.0,255,2649.574,-66.0
630.0,2567.0,255,2621.901,-66.0
643.0,2621.0,255,2621.901,-66.0
645.0,2621.0,255,2621.901,-66.0
649.0,2510.0,255,2571.692,-66.0
661.0,2571.0,255,2571.692,-66.0
663.0,2571.0,255,2571.692,-66.0
670.0,2488.0,255,2543.519,-66.0
684.0,2472.0,255,2525.087,-66.0
697.0,2525.0,255,2525.087,-66.0
699.0,2525.0,255,2525.087,-66.0
706.0,2412.0,255,2474.586,-66.0
720.0,2387.0,255,2443.927,-66.0
733.0,2443.0,255,2443.927,-66.0
735.0,2443.0,255,2443.927,-66.0
748.0,2362.0,255,2417.84,-66.0
750.0,2417.0,255,2417.84,-66.0
757.0,2417.0,255,2417.84,-66.0
770.0,2287.0,255,2353.83,-66.0
783.0,2353.0,255,2353.83,-67.0
785.0,2353.0,255,2353.83,-67.0
789.0,2268.0,255,2324.692,-67.0
801.0,2324.0,255,2324.692,-67.0
803.0,2324.0,255,2324.692,-67.0
810.0,2245.0,255,2300.494,-67.0
824.0,2196.0,255,2257.157,-67.0
837.0,2257.0,255,2257.157,-67.0
839.0,2257.0,255,2257.157,-67.0
843.0,2142.0,255,2205.492,-67.0
855.0,2205.0,255,2205.492,-67.0
857.0,2205.0,255,2205.492,-67.0
864.0,2121.0,255,2177.623,-67.0
