Time (ms),IMU,PWM,TOF
65404.0,-2.0,-49,3136.0
71236.0,22.0,-20,2926.0
80828.0,47.0,-42,1248.0
88574.0,72.0,-15,775.0
93506.0,97.0,-27,1071.0
98082.0,122.0,-14,832.0
104459.0,147.0,-14,721.0
108488.0,172.0,-18,770.0
112114.0,197.0,-34,1006.0
114439.0,222.0,-8,724.0
120927.0,247.0,-14,656.0
125858.0,272.0,-13,697.0
128956.0,297.0,-15,843.0
131629.0,322.0,-24,609.0
134497.0,347.0,-3,2913.0
135603.0,357.0,-27,2994.0
