Time (ms),IMU,PWM,TOF
38126.0,-2.0,-52,1580.0
41611.0,22.0,-34,1160.0
43063.0,47.0,-23,2371.0
44850.0,72.0,-48,1698.0
46504.0,97.0,-22,1404.0
47998.0,122.0,-22,1520.0
49736.0,147.0,-35,1675.0
51686.0,172.0,-46,1099.0
53275.0,197.0,-21,1625.0
54739.0,222.0,-22,1958.0
56767.0,247.0,-21,2406.0
57927.0,272.0,-21,834.0
59119.0,297.0,-17,3890.0
60489.0,322.0,-18,3035.0
61590.0,347.0,-72,2403.0
62354.0,357.0,-43,960.0
